text,primary_label,all_labels,num_labels,all_raw_scores,top_label,top_score,final_label
"1. Apertura para compartir información.
2. Tener información que permita conocer la situación de su proyecto.
3. Identificar, o al menos, tener idea de que espera del proceso de mentoría solicitado.
4. Disponibilidad para implementar las propuestas recibidas.
5. Apertura para recibir y proporcionar retroalimentación objetiva.",Active Listening and Openness to Feedback,['Active Listening and Openness to Feedback'],1.0,"{'Mindset and Motivation': 0.023174575762823224, 'Clarity of Business and Self-Understanding': 0.026587458016971748, 'Practical Preparation and Readiness': 0.042087000173827015, 'Technology and Platform Requirements': 0.0492319407640025, 'Business Information and Supporting Documents': 0.05285600697000822, 'No Preparation Needed': 0.00024167523467137167, 'Time Availability and Commitment': 0.007905513669053713, 'Product Presentation and Portfolio Materials': 0.11964160638550918, 'Contact Details and Communication Channels': 0.2970598836739858, 'Active Listening and Openness to Feedback': 0.814150313536326, 'Goal Clarity and Direction Setting': 0.23551846543947855, 'Understanding Mentor Background': 0.004323791712522507, 'Social Media and Digital Presence': 0.2562739650408427}",,,
Ok,,,,{},UNKNOWN,0.0,UNKNOWN
Decirme cómo comenzar o decirme a detalle qué quieren saber.,Goal Clarity and Direction Setting,['Goal Clarity and Direction Setting'],1.0,"{'Mindset and Motivation': 0.1466896558801333, 'Clarity of Business and Self-Understanding': 0.18677267680565515, 'Practical Preparation and Readiness': 0.5611917078495026, 'Technology and Platform Requirements': 0.4343228414654732, 'Business Information and Supporting Documents': 0.4017731149991353, 'No Preparation Needed': 0.008598995550225178, 'Time Availability and Commitment': 0.43511130412419635, 'Product Presentation and Portfolio Materials': 0.4171735780934493, 'Contact Details and Communication Channels': 0.29610689481099445, 'Active Listening and Openness to Feedback': 0.5710313618183136, 'Goal Clarity and Direction Setting': 0.7403083046277364, 'Understanding Mentor Background': 0.06181674264371395, 'Social Media and Digital Presence': 0.5361203104257584}",,,
Analizar los puntos a mejorar que quiera trabajar conmigo y tener la convicción de querer mejorar.,Mindset and Motivation,"['Mindset and Motivation', 'Goal Clarity and Direction Setting', 'Active Listening and Openness to Feedback']",3.0,"{'Mindset and Motivation': 0.8155781030654907, 'Clarity of Business and Self-Understanding': 0.20701455200711885, 'Practical Preparation and Readiness': 0.3019233786811431, 'Technology and Platform Requirements': 0.3375151117021839, 'Business Information and Supporting Documents': 0.294832448164622, 'No Preparation Needed': 0.0018097962019965053, 'Time Availability and Commitment': 0.42107466359933216, 'Product Presentation and Portfolio Materials': 0.38453911369045574, 'Contact Details and Communication Channels': 0.5623199939727783, 'Active Listening and Openness to Feedback': 0.7374209960301717, 'Goal Clarity and Direction Setting': 0.9225729703903198, 'Understanding Mentor Background': 0.14534824093182883, 'Social Media and Digital Presence': 0.5233187104264895}",,,
"Tener la actitud y disponibilidad para tener una charla abierta acerca del proyecto, el resto fluye automáticamente.",Active Listening and Openness to Feedback,['Active Listening and Openness to Feedback'],1.0,"{'Mindset and Motivation': 0.17775912582874298, 'Clarity of Business and Self-Understanding': 0.0848711176464955, 'Practical Preparation and Readiness': 0.013416865268178904, 'Technology and Platform Requirements': 0.13846651905138666, 'Business Information and Supporting Documents': 0.006954015019194533, 'No Preparation Needed': 0.27081341048081714, 'Time Availability and Commitment': 0.004249264990600447, 'Product Presentation and Portfolio Materials': 0.17776646108056107, 'Contact Details and Communication Channels': 0.04055174238358935, 'Active Listening and Openness to Feedback': 0.9168245395024618, 'Goal Clarity and Direction Setting': 0.145460723588864, 'Understanding Mentor Background': 0.017727977984274428, 'Social Media and Digital Presence': 0.13117161587191126}",,,
Be able to articulate what challenges or needs they have and the aspects of my profile which lead them to think I may be a good fit for them.,Active Listening and Openness to Feedback,"['Active Listening and Openness to Feedback', 'Contact Details and Communication Channels', 'Goal Clarity and Direction Setting']",3.0,"{'Mindset and Motivation': 0.36770735184351605, 'Clarity of Business and Self-Understanding': 0.318672572573026, 'Practical Preparation and Readiness': 0.4100957413514455, 'Technology and Platform Requirements': 0.43288982411225635, 'Business Information and Supporting Documents': 0.559288760026296, 'No Preparation Needed': 0.00026486821540553745, 'Time Availability and Commitment': 0.478383240600427, 'Product Presentation and Portfolio Materials': 0.5586407457788786, 'Contact Details and Communication Channels': 0.6249753534793854, 'Active Listening and Openness to Feedback': 0.8163843949635824, 'Goal Clarity and Direction Setting': 0.7437693874041239, 'Understanding Mentor Background': 0.18696078409751257, 'Social Media and Digital Presence': 0.6972508033116659}",,,
Ser sencillo y de mente abierta.,Active Listening and Openness to Feedback,"['Active Listening and Openness to Feedback', 'Mindset and Motivation', 'Practical Preparation and Readiness']",3.0,"{'Mindset and Motivation': 0.7473058899243673, 'Clarity of Business and Self-Understanding': 0.41470444202423096, 'Practical Preparation and Readiness': 0.6474369168281555, 'Technology and Platform Requirements': 0.18697033853580555, 'Business Information and Supporting Documents': 0.18641751538962126, 'No Preparation Needed': 0.6928355594476064, 'Time Availability and Commitment': 0.503989577293396, 'Product Presentation and Portfolio Materials': 0.4454288085301717, 'Contact Details and Communication Channels': 0.6204672853151957, 'Active Listening and Openness to Feedback': 0.9378643035888672, 'Goal Clarity and Direction Setting': 0.6766368945439657, 'Understanding Mentor Background': 0.5444236894448599, 'Social Media and Digital Presence': 0.49518346538146335}",,,
"No necesita preparar nada, solamente necesita saber sus objetivos y querer a su marca.",No Preparation Needed,['No Preparation Needed'],1.0,"{'Mindset and Motivation': 0.5441329479217529, 'Clarity of Business and Self-Understanding': 0.2156392696003119, 'Practical Preparation and Readiness': 0.00036827711543689173, 'Technology and Platform Requirements': 0.00128875658265315, 'Business Information and Supporting Documents': 0.002979460773834338, 'No Preparation Needed': 0.9205290675163269, 'Time Availability and Commitment': 0.009441752180767557, 'Product Presentation and Portfolio Materials': 0.0014488007970309507, 'Contact Details and Communication Channels': 0.015573247413461408, 'Active Listening and Openness to Feedback': 0.06782514043152332, 'Goal Clarity and Direction Setting': 0.5211872309446335, 'Understanding Mentor Background': 0.3493710905313492, 'Social Media and Digital Presence': 0.016621255587475996}",,,
"Show the zeal to achieve, have some effort in place towards goal achievement.",Mindset and Motivation,"['Mindset and Motivation', 'Goal Clarity and Direction Setting']",2.0,"{'Mindset and Motivation': 0.9231858054796854, 'Clarity of Business and Self-Understanding': 0.07914514591296513, 'Practical Preparation and Readiness': 0.48387358089288074, 'Technology and Platform Requirements': 0.211281751592954, 'Business Information and Supporting Documents': 0.2339538037776947, 'No Preparation Needed': 0.0001305272647490104, 'Time Availability and Commitment': 0.10562672978267074, 'Product Presentation and Portfolio Materials': 0.43103666603565216, 'Contact Details and Communication Channels': 0.36132435003916424, 'Active Listening and Openness to Feedback': 0.08638957018653552, 'Goal Clarity and Direction Setting': 0.9015329678853353, 'Understanding Mentor Background': 0.29306699335575104, 'Social Media and Digital Presence': 0.5488164126873016}",,,
Tell me all the things you've tried before now and we'd know what we can try.,Active Listening and Openness to Feedback,"['Active Listening and Openness to Feedback', 'Practical Preparation and Readiness', 'Goal Clarity and Direction Setting']",3.0,"{'Mindset and Motivation': 0.12812106311321259, 'Clarity of Business and Self-Understanding': 0.22133423388004303, 'Practical Preparation and Readiness': 0.6179509659608206, 'Technology and Platform Requirements': 0.30182367470115423, 'Business Information and Supporting Documents': 0.3777150809764862, 'No Preparation Needed': 0.0004989677060317869, 'Time Availability and Commitment': 0.3194989164670308, 'Product Presentation and Portfolio Materials': 0.502409021059672, 'Contact Details and Communication Channels': 0.4906723201274872, 'Active Listening and Openness to Feedback': 0.7863594591617584, 'Goal Clarity and Direction Setting': 0.6619377533594767, 'Understanding Mentor Background': 0.1140581617752711, 'Social Media and Digital Presence': 0.4358462666471799}",,,
Penjualan,Mindset and Motivation,"['Mindset and Motivation', 'Practical Preparation and Readiness', 'Contact Details and Communication Channels']",3.0,"{'Mindset and Motivation': 0.8500681718190511, 'Clarity of Business and Self-Understanding': 0.5427857935428619, 'Practical Preparation and Readiness': 0.8229907949765524, 'Technology and Platform Requirements': 0.6437026262283325, 'Business Information and Supporting Documents': 0.7383199532826742, 'No Preparation Needed': 0.489338939388593, 'Time Availability and Commitment': 0.7051756580670675, 'Product Presentation and Portfolio Materials': 0.7402591109275818, 'Contact Details and Communication Channels': 0.8301942149798075, 'Active Listening and Openness to Feedback': 0.9071221947669983, 'Goal Clarity and Direction Setting': 0.9173868298530579, 'Understanding Mentor Background': 0.6877017021179199, 'Social Media and Digital Presence': 0.7576096057891846}",,,
"Perder el miedo a todo, dejar las excusas de lado y tomar control de tu vida. Además, tener mente de tiburón, ganas de superarte y no tener temor a fracasar y, sobretodo, tener hambre de aprender constantemente.  Siempre digo: ""Para aprender nuevas cosas, hay que desprender para volver a aprender"".",Mindset and Motivation,"['Mindset and Motivation', 'Contact Details and Communication Channels', 'Active Listening and Openness to Feedback']",3.0,"{'Mindset and Motivation': 0.8210655450820923, 'Clarity of Business and Self-Understanding': 0.5105524708827337, 'Practical Preparation and Readiness': 0.7333981394767761, 'Technology and Platform Requirements': 0.6983970204989115, 'Business Information and Supporting Documents': 0.7451120018959045, 'No Preparation Needed': 0.10989505425095558, 'Time Availability and Commitment': 0.6110633810361227, 'Product Presentation and Portfolio Materials': 0.5833279192447662, 'Contact Details and Communication Channels': 0.8301352858543396, 'Active Listening and Openness to Feedback': 0.8896651069323221, 'Goal Clarity and Direction Setting': 0.7130759358406067, 'Understanding Mentor Background': 0.4339553837974866, 'Social Media and Digital Presence': 0.7114942918221155}",,,
Debe tener una idea de negocio y un lean business canvas para aterrizar un plan de negocio,Clarity of Business and Self-Understanding,['Clarity of Business and Self-Understanding'],1.0,"{'Mindset and Motivation': 0.012488457063833872, 'Clarity of Business and Self-Understanding': 0.60033318400383, 'Practical Preparation and Readiness': 0.15595465758815408, 'Technology and Platform Requirements': 0.01346594033141931, 'Business Information and Supporting Documents': 0.3913435749709606, 'No Preparation Needed': 7.878631246664251e-05, 'Time Availability and Commitment': 0.1335079651325941, 'Product Presentation and Portfolio Materials': 0.11549281949798267, 'Contact Details and Communication Channels': 0.1339829924205939, 'Active Listening and Openness to Feedback': 0.0821127319553246, 'Goal Clarity and Direction Setting': 0.27259787172079086, 'Understanding Mentor Background': 0.004124278522795066, 'Social Media and Digital Presence': 0.2665388360619545}",,,
Tener disposición al cambio y capacidad para ser constantes.,UNKNOWN,['UNKNOWN'],1.0,"{'Mindset and Motivation': 0.5954393744468689, 'Clarity of Business and Self-Understanding': 0.008227432457109293, 'Practical Preparation and Readiness': 0.30110689749320346, 'Technology and Platform Requirements': 0.34693461904923123, 'Business Information and Supporting Documents': 0.17712250103553137, 'No Preparation Needed': 0.007441293875065942, 'Time Availability and Commitment': 0.10573468481500943, 'Product Presentation and Portfolio Materials': 0.2711714257796605, 'Contact Details and Communication Channels': 0.2559715136885643, 'Active Listening and Openness to Feedback': 0.33394130629797775, 'Goal Clarity and Direction Setting': 0.03713002738853296, 'Understanding Mentor Background': 0.42443662881851196, 'Social Media and Digital Presence': 0.28777901952465373}",,,
We can look at this matter togother.,Time Availability and Commitment,"['Time Availability and Commitment', 'Contact Details and Communication Channels', 'Active Listening and Openness to Feedback']",3.0,"{'Mindset and Motivation': 0.5348398288091024, 'Clarity of Business and Self-Understanding': 0.3095149298508962, 'Practical Preparation and Readiness': 0.5066501498222351, 'Technology and Platform Requirements': 0.4332807610432307, 'Business Information and Supporting Documents': 0.4765455524126689, 'No Preparation Needed': 0.39676848736902076, 'Time Availability and Commitment': 0.6185880402723948, 'Product Presentation and Portfolio Materials': 0.568519135316213, 'Contact Details and Communication Channels': 0.608407254020373, 'Active Listening and Openness to Feedback': 0.6959772209326426, 'Goal Clarity and Direction Setting': 0.7051995396614075, 'Understanding Mentor Background': 0.40152554276088875, 'Social Media and Digital Presence': 0.4864069155106942}",,,
"1. To share their company profile and the challenges they are facing
2. Solutions already tried to solve the current business challenge
3. To have an open mind to chat up in order for us to brainstorm together to arrive at the solution",Active Listening and Openness to Feedback,['Active Listening and Openness to Feedback'],1.0,"{'Mindset and Motivation': 0.030830375481552135, 'Clarity of Business and Self-Understanding': 0.5054365595181783, 'Practical Preparation and Readiness': 0.10050138862182696, 'Technology and Platform Requirements': 0.004463227970215182, 'Business Information and Supporting Documents': 0.051469835297515, 'No Preparation Needed': 0.00017166141090759388, 'Time Availability and Commitment': 0.004809493587041895, 'Product Presentation and Portfolio Materials': 0.00581379762540261, 'Contact Details and Communication Channels': 0.15514759828026095, 'Active Listening and Openness to Feedback': 0.9604467153549194, 'Goal Clarity and Direction Setting': 0.018897368883093197, 'Understanding Mentor Background': 0.001411976389742146, 'Social Media and Digital Presence': 0.21912785743673643}",,,
Please provide a brief outline or list of topics you wish to discuss. The more in-depth the better.,UNKNOWN,['UNKNOWN'],1.0,"{'Mindset and Motivation': 0.11804083883180283, 'Clarity of Business and Self-Understanding': 0.048698173835873604, 'Practical Preparation and Readiness': 0.02059109912564357, 'Technology and Platform Requirements': 0.18436409193479145, 'Business Information and Supporting Documents': 0.15946159938660762, 'No Preparation Needed': 0.00044172137131681666, 'Time Availability and Commitment': 0.046982059410462775, 'Product Presentation and Portfolio Materials': 0.08172268754181762, 'Contact Details and Communication Channels': 0.014636856503784657, 'Active Listening and Openness to Feedback': 0.23708579689264297, 'Goal Clarity and Direction Setting': 0.04814352095127106, 'Understanding Mentor Background': 0.0015649910783395171, 'Social Media and Digital Presence': 0.07593370011697213}",,,
"1. A basic presentation of business idea must be there.
2. Should be clear about problem statement.
3. Must be ready with a Skype id and official mail id.",Clarity of Business and Self-Understanding,['Clarity of Business and Self-Understanding'],1.0,"{'Mindset and Motivation': 0.007488937689534699, 'Clarity of Business and Self-Understanding': 0.7138494650522867, 'Practical Preparation and Readiness': 0.40083126351237297, 'Technology and Platform Requirements': 0.0117462621225665, 'Business Information and Supporting Documents': 0.04263128968887031, 'No Preparation Needed': 6.656030139614207e-05, 'Time Availability and Commitment': 0.2630713717468704, 'Product Presentation and Portfolio Materials': 0.12727084554110965, 'Contact Details and Communication Channels': 0.5270279658337435, 'Active Listening and Openness to Feedback': 0.31372471650441486, 'Goal Clarity and Direction Setting': 0.1129583107928435, 'Understanding Mentor Background': 0.0006884285054790477, 'Social Media and Digital Presence': 0.18210556264966726}",,,
لا شيء انا ارشدة على كل شيء,No Preparation Needed,"['No Preparation Needed', 'Understanding Mentor Background']",2.0,"{'Mindset and Motivation': 0.3359360918402672, 'Clarity of Business and Self-Understanding': 0.01785132917575538, 'Practical Preparation and Readiness': 0.08901356168401738, 'Technology and Platform Requirements': 0.012785693785796562, 'Business Information and Supporting Documents': 0.012337018192435304, 'No Preparation Needed': 0.9523794452349345, 'Time Availability and Commitment': 0.04345365179081758, 'Product Presentation and Portfolio Materials': 0.03269707465854784, 'Contact Details and Communication Channels': 0.04418072896078229, 'Active Listening and Openness to Feedback': 0.3983403692642848, 'Goal Clarity and Direction Setting': 0.17671837160984674, 'Understanding Mentor Background': 0.7559658885002136, 'Social Media and Digital Presence': 0.030148133945961792}",,,
"A realizar acciónes de  planeación, retroalimentacion, verificación y actuar segun pasos acordados",Practical Preparation and Readiness,"['Practical Preparation and Readiness', 'Goal Clarity and Direction Setting']",2.0,"{'Mindset and Motivation': 0.2975817571083705, 'Clarity of Business and Self-Understanding': 0.04168266709893942, 'Practical Preparation and Readiness': 0.7730739017327627, 'Technology and Platform Requirements': 0.24945140350610018, 'Business Information and Supporting Documents': 0.26067868371804553, 'No Preparation Needed': 0.0001015462451808465, 'Time Availability and Commitment': 0.11950168075660865, 'Product Presentation and Portfolio Materials': 0.22539097443223, 'Contact Details and Communication Channels': 0.21522937590877214, 'Active Listening and Openness to Feedback': 0.37689581016699475, 'Goal Clarity and Direction Setting': 0.6005350351333618, 'Understanding Mentor Background': 0.06536793212095897, 'Social Media and Digital Presence': 0.40851282825072605}",,,
Be mentally prepared,Mindset and Motivation,"['Mindset and Motivation', 'Clarity of Business and Self-Understanding', 'Practical Preparation and Readiness']",3.0,"{'Mindset and Motivation': 0.9062830607096354, 'Clarity of Business and Self-Understanding': 0.78519207239151, 'Practical Preparation and Readiness': 0.8924946188926697, 'Technology and Platform Requirements': 0.809148927529653, 'Business Information and Supporting Documents': 0.863686203956604, 'No Preparation Needed': 9.03422333067283e-05, 'Time Availability and Commitment': 0.7990233500798544, 'Product Presentation and Portfolio Materials': 0.8574464917182922, 'Contact Details and Communication Channels': 0.8792092204093933, 'Active Listening and Openness to Feedback': 0.876362681388855, 'Goal Clarity and Direction Setting': 0.8990615804990133, 'Understanding Mentor Background': 0.5380796293417612, 'Social Media and Digital Presence': 0.8916860024134318}",,,
Just keep time,Time Availability and Commitment,"['Time Availability and Commitment', 'Goal Clarity and Direction Setting', 'Mindset and Motivation']",3.0,"{'Mindset and Motivation': 0.6929404536883036, 'Clarity of Business and Self-Understanding': 0.10341279457012813, 'Practical Preparation and Readiness': 0.6979657808939616, 'Technology and Platform Requirements': 0.44764043390750885, 'Business Information and Supporting Documents': 0.5248430967330933, 'No Preparation Needed': 0.33052619080990553, 'Time Availability and Commitment': 0.8475420276323954, 'Product Presentation and Portfolio Materials': 0.61424121260643, 'Contact Details and Communication Channels': 0.596664696931839, 'Active Listening and Openness to Feedback': 0.5873016119003296, 'Goal Clarity and Direction Setting': 0.7577732602755228, 'Understanding Mentor Background': 0.662861148516337, 'Social Media and Digital Presence': 0.5162578138212363}",,,
Waktu dan rasa ingin tahu yg tinggi,Time Availability and Commitment,"['Time Availability and Commitment', 'Active Listening and Openness to Feedback', 'Social Media and Digital Presence']",3.0,"{'Mindset and Motivation': 0.5724006692568461, 'Clarity of Business and Self-Understanding': 0.05821852075556914, 'Practical Preparation and Readiness': 0.22467564046382904, 'Technology and Platform Requirements': 0.49773446858550113, 'Business Information and Supporting Documents': 0.2855895484487216, 'No Preparation Needed': 0.005024416799036165, 'Time Availability and Commitment': 0.8302703102429708, 'Product Presentation and Portfolio Materials': 0.5188072323799133, 'Contact Details and Communication Channels': 0.5785090625286102, 'Active Listening and Openness to Feedback': 0.8312367995580038, 'Goal Clarity and Direction Setting': 0.3833755999803543, 'Understanding Mentor Background': 0.5464384257793427, 'Social Media and Digital Presence': 0.6865323384602865}",,,
"Outline the product/ services they are offering, the business plan, what they have achieved, specific areas where they require inputs from the mentor",Business Information and Supporting Documents,"['Business Information and Supporting Documents', 'Active Listening and Openness to Feedback', 'Goal Clarity and Direction Setting']",3.0,"{'Mindset and Motivation': 0.05637721030507237, 'Clarity of Business and Self-Understanding': 0.5924279789129893, 'Practical Preparation and Readiness': 0.015489337500184774, 'Technology and Platform Requirements': 0.029756961623206735, 'Business Information and Supporting Documents': 0.9131851196289062, 'No Preparation Needed': 8.86533149847916e-05, 'Time Availability and Commitment': 0.1679815066163428, 'Product Presentation and Portfolio Materials': 0.6664123932520548, 'Contact Details and Communication Channels': 0.03625654770682255, 'Active Listening and Openness to Feedback': 0.7598131696383158, 'Goal Clarity and Direction Setting': 0.8061712781588236, 'Understanding Mentor Background': 0.0003765938793852304, 'Social Media and Digital Presence': 0.1441726147507628}",,,
Ser disciplinado. Tener pasión y estar dispuesto a avanzar.,Mindset and Motivation,"['Mindset and Motivation', 'Practical Preparation and Readiness', 'Contact Details and Communication Channels']",3.0,"{'Mindset and Motivation': 0.9460843205451965, 'Clarity of Business and Self-Understanding': 0.100301094353199, 'Practical Preparation and Readiness': 0.7341667811075846, 'Technology and Platform Requirements': 0.32460562884807587, 'Business Information and Supporting Documents': 0.40730367104212445, 'No Preparation Needed': 0.0008500579958005497, 'Time Availability and Commitment': 0.31145519266525906, 'Product Presentation and Portfolio Materials': 0.5261747439702352, 'Contact Details and Communication Channels': 0.6175542573134104, 'Active Listening and Openness to Feedback': 0.012776675634086132, 'Goal Clarity and Direction Setting': 0.5607856412728628, 'Understanding Mentor Background': 0.251302570104599, 'Social Media and Digital Presence': 0.29475713272889453}",,,
"-They are already taking action towards their goal and I meet them while they are on their journey toward achieving it
-Have a goal that is very, very important to them
-Be prepared to block out 1 hour of uninterrupted time every 1-2 weeks for our sessions",Goal Clarity and Direction Setting,"['Goal Clarity and Direction Setting', 'Practical Preparation and Readiness', 'Active Listening and Openness to Feedback']",3.0,"{'Mindset and Motivation': 0.5287812352180481, 'Clarity of Business and Self-Understanding': 0.17888255914052328, 'Practical Preparation and Readiness': 0.6203610152006149, 'Technology and Platform Requirements': 0.19196898334970078, 'Business Information and Supporting Documents': 0.3332390288511912, 'No Preparation Needed': 0.00018999861155558997, 'Time Availability and Commitment': 0.44175584614276886, 'Product Presentation and Portfolio Materials': 0.20059099482993284, 'Contact Details and Communication Channels': 0.13759492337703705, 'Active Listening and Openness to Feedback': 0.6191168129444122, 'Goal Clarity and Direction Setting': 0.8124532699584961, 'Understanding Mentor Background': 0.2795379677166541, 'Social Media and Digital Presence': 0.31578534344832104}",,,
"Just be ready to think outside of the box! There are no good or bad countries, only different countries.",Active Listening and Openness to Feedback,"['Active Listening and Openness to Feedback', 'Understanding Mentor Background']",2.0,"{'Mindset and Motivation': 0.5885895391305288, 'Clarity of Business and Self-Understanding': 0.21356000502904257, 'Practical Preparation and Readiness': 0.1524417301019033, 'Technology and Platform Requirements': 0.27340225130319595, 'Business Information and Supporting Documents': 0.23818473517894745, 'No Preparation Needed': 0.12519684713333845, 'Time Availability and Commitment': 0.49611511329809826, 'Product Presentation and Portfolio Materials': 0.5131691892941793, 'Contact Details and Communication Channels': 0.474173828959465, 'Active Listening and Openness to Feedback': 0.6003496795892715, 'Goal Clarity and Direction Setting': 0.5503360231717428, 'Understanding Mentor Background': 0.679824153582255, 'Social Media and Digital Presence': 0.3956803201387326}",,,
Tener una idea de negocio y estar comprometido en trabajar,UNKNOWN,['UNKNOWN'],1.0,"{'Mindset and Motivation': 0.5035217634091774, 'Clarity of Business and Self-Understanding': 0.46788496772448224, 'Practical Preparation and Readiness': 0.043856325559318066, 'Technology and Platform Requirements': 0.05079912021756172, 'Business Information and Supporting Documents': 0.1721867856880029, 'No Preparation Needed': 0.0058334570688505965, 'Time Availability and Commitment': 0.10075889310489099, 'Product Presentation and Portfolio Materials': 0.3383095661799113, 'Contact Details and Communication Channels': 0.39290310939153034, 'Active Listening and Openness to Feedback': 0.02793223907550176, 'Goal Clarity and Direction Setting': 0.5414906491835912, 'Understanding Mentor Background': 0.009964567182275156, 'Social Media and Digital Presence': 0.22310408701499304}",,,
Sudah memiliki ide usaha dan ingin segera Merealisasikan usaha tersebut,UNKNOWN,['UNKNOWN'],1.0,"{'Mindset and Motivation': 0.32677726199229556, 'Clarity of Business and Self-Understanding': 0.06389131831626098, 'Practical Preparation and Readiness': 0.053710581424335636, 'Technology and Platform Requirements': 0.19048341860373816, 'Business Information and Supporting Documents': 0.17847412948807082, 'No Preparation Needed': 0.02239117173788448, 'Time Availability and Commitment': 0.10066005711754163, 'Product Presentation and Portfolio Materials': 0.3085760623216629, 'Contact Details and Communication Channels': 0.46570126215616864, 'Active Listening and Openness to Feedback': 0.582039882739385, 'Goal Clarity and Direction Setting': 0.42208606501420337, 'Understanding Mentor Background': 0.007554973766673356, 'Social Media and Digital Presence': 0.44987058142820996}",,,
estar dispuesto a trabajar,Mindset and Motivation,"['Mindset and Motivation', 'Practical Preparation and Readiness', 'Contact Details and Communication Channels']",3.0,"{'Mindset and Motivation': 0.895739754041036, 'Clarity of Business and Self-Understanding': 0.372033029794693, 'Practical Preparation and Readiness': 0.8884655634562174, 'Technology and Platform Requirements': 0.601205070813497, 'Business Information and Supporting Documents': 0.6080252726872762, 'No Preparation Needed': 0.02621352889885505, 'Time Availability and Commitment': 0.6408121387163798, 'Product Presentation and Portfolio Materials': 0.7013185024261475, 'Contact Details and Communication Channels': 0.8266868193944296, 'Active Listening and Openness to Feedback': 0.8847362399101257, 'Goal Clarity and Direction Setting': 0.8867722551027933, 'Understanding Mentor Background': 0.6978540817896525, 'Social Media and Digital Presence': 0.7733263174692789}",,,
"Have a deep understanding of your business objectives and vision, and be ready to share with me and answer questions about it.",Clarity of Business and Self-Understanding,"['Clarity of Business and Self-Understanding', 'Active Listening and Openness to Feedback', 'Goal Clarity and Direction Setting']",3.0,"{'Mindset and Motivation': 0.04602787926463255, 'Clarity of Business and Self-Understanding': 0.9519431392351786, 'Practical Preparation and Readiness': 0.6596422294775645, 'Technology and Platform Requirements': 0.1658613719046116, 'Business Information and Supporting Documents': 0.6304261485735575, 'No Preparation Needed': 0.003589449178737899, 'Time Availability and Commitment': 0.20113598306973776, 'Product Presentation and Portfolio Materials': 0.3006025478243828, 'Contact Details and Communication Channels': 0.377343292037646, 'Active Listening and Openness to Feedback': 0.8619392116864523, 'Goal Clarity and Direction Setting': 0.8017926017443339, 'Understanding Mentor Background': 0.00191096526881059, 'Social Media and Digital Presence': 0.3391865687444806}",,,
"Подготовить хороший интернет, найти время для регулярных встреч, минимум 2 раза в месяц. Выполнять домашнее задание, быть в ресурсе.",Practical Preparation and Readiness,"['Practical Preparation and Readiness', 'Time Availability and Commitment', 'Contact Details and Communication Channels']",3.0,"{'Mindset and Motivation': 0.30950919290383655, 'Clarity of Business and Self-Understanding': 0.28578715523084003, 'Practical Preparation and Readiness': 0.8732605576515198, 'Technology and Platform Requirements': 0.5773004355529944, 'Business Information and Supporting Documents': 0.5802821119626363, 'No Preparation Needed': 0.00011095185861146699, 'Time Availability and Commitment': 0.8002161780993143, 'Product Presentation and Portfolio Materials': 0.44202565650145215, 'Contact Details and Communication Channels': 0.6666529973347982, 'Active Listening and Openness to Feedback': 0.4540260595579942, 'Goal Clarity and Direction Setting': 0.7197172741095225, 'Understanding Mentor Background': 0.5538569291432699, 'Social Media and Digital Presence': 0.5176087295015653}",,,
"Get all information regarding the project, that could be obtained.",UNKNOWN,['UNKNOWN'],1.0,"{'Mindset and Motivation': 0.029762754022764664, 'Clarity of Business and Self-Understanding': 0.3133254001537959, 'Practical Preparation and Readiness': 0.15990164875984192, 'Technology and Platform Requirements': 0.30433074447015923, 'Business Information and Supporting Documents': 0.35269248485565186, 'No Preparation Needed': 0.0025801008353785924, 'Time Availability and Commitment': 0.07061703821333747, 'Product Presentation and Portfolio Materials': 0.42021891474723816, 'Contact Details and Communication Channels': 0.12118388805538416, 'Active Listening and Openness to Feedback': 0.38376517593860626, 'Goal Clarity and Direction Setting': 0.45270897448062897, 'Understanding Mentor Background': 0.005150391157561292, 'Social Media and Digital Presence': 0.2620046326580147}",,,
"Identify the areas where they need help, research about it and come to me after exhausting possibilities.",Active Listening and Openness to Feedback,['Active Listening and Openness to Feedback'],1.0,"{'Mindset and Motivation': 0.2765693242351214, 'Clarity of Business and Self-Understanding': 0.08826929610222578, 'Practical Preparation and Readiness': 0.26854025075833005, 'Technology and Platform Requirements': 0.2930501736700535, 'Business Information and Supporting Documents': 0.47136932611465454, 'No Preparation Needed': 0.00031110658649898443, 'Time Availability and Commitment': 0.20493578538298607, 'Product Presentation and Portfolio Materials': 0.3713751894732316, 'Contact Details and Communication Channels': 0.5306297615170479, 'Active Listening and Openness to Feedback': 0.6616886655489603, 'Goal Clarity and Direction Setting': 0.46563024322191876, 'Understanding Mentor Background': 0.16581661564608416, 'Social Media and Digital Presence': 0.4067662184437116}",,,
