text,primary_label,all_labels,num_labels,all_raw_scores
"Informasi tentang profil usaha mulai dari jenis usaha, target pasar, upaya digitalisasi yang sudah dilakukan, serta sumber daya yang telah dimiliki.",Clarity of Business and Self-Understanding,['Clarity of Business and Self-Understanding'],1,"{'Mindset and Motivation': 0.0006051371698655809, 'Clarity of Business and Self-Understanding': 0.6680979231993357, 'Practical Preparation and Readiness': 0.007252151408465579, 'Technology and Platform Requirements': 0.007716287296110143, 'Business Information and Supporting Documents': 0.36480211839079857, 'No Preparation Needed': 0.00019156265625497326, 'Time Availability and Commitment': 0.0012780657852999866, 'Product Presentation and Portfolio Materials': 0.006718993342171113, 'Contact Details and Communication Channels': 0.016696939555307228, 'Active Listening and Openness to Feedback': 0.36042391136288643, 'Goal Clarity and Direction Setting': 0.008736494152496258, 'Understanding Mentor Background': 0.0009548453502551032, 'Social Media and Digital Presence': 0.1468537644832395}"
Clearly define desired outputs of the mentorship,Goal Clarity and Direction Setting,['Goal Clarity and Direction Setting'],1,"{'Mindset and Motivation': 0.12260475506385167, 'Clarity of Business and Self-Understanding': 0.06533126036326091, 'Practical Preparation and Readiness': 0.045987345511093736, 'Technology and Platform Requirements': 0.1805232328673204, 'Business Information and Supporting Documents': 0.16247546672821045, 'No Preparation Needed': 0.00056413360289298, 'Time Availability and Commitment': 0.07761323886613052, 'Product Presentation and Portfolio Materials': 0.3113053540388743, 'Contact Details and Communication Channels': 0.10621646915872891, 'Active Listening and Openness to Feedback': 0.3692029019196828, 'Goal Clarity and Direction Setting': 0.9941917061805725, 'Understanding Mentor Background': 0.006056130553285281, 'Social Media and Digital Presence': 0.3932727202773094}"
"🎯prepare his/her mind to learn and carry out task as it relates to the training.
🎯Current business evaluation, which will serve as a template to improve upon.
🎯Writing materials.
🎯time management and discipline",Practical Preparation and Readiness,"['Practical Preparation and Readiness', 'Time Availability and Commitment']",2,"{'Mindset and Motivation': 0.35547243504940224, 'Clarity of Business and Self-Understanding': 0.3622626693298419, 'Practical Preparation and Readiness': 0.8971498211224874, 'Technology and Platform Requirements': 0.13271114571640888, 'Business Information and Supporting Documents': 0.5318754812081655, 'No Preparation Needed': 7.066042356503506e-05, 'Time Availability and Commitment': 0.8357491691907247, 'Product Presentation and Portfolio Materials': 0.01579751120880246, 'Contact Details and Communication Channels': 0.031334834173321724, 'Active Listening and Openness to Feedback': 0.023004392472406227, 'Goal Clarity and Direction Setting': 0.06627634260803461, 'Understanding Mentor Background': 0.0017040264404689272, 'Social Media and Digital Presence': 0.04034457914531231}"
"An entrepreneur should:
Be clear about what you want to learn.
Be respectful, proactive, and open to learning.
Have time to work with mentors.",Clarity of Business and Self-Understanding,"['Clarity of Business and Self-Understanding', 'Active Listening and Openness to Feedback', 'Goal Clarity and Direction Setting']",3,"{'Mindset and Motivation': 0.7472066581249237, 'Clarity of Business and Self-Understanding': 0.8450550635655721, 'Practical Preparation and Readiness': 0.3736762044330438, 'Technology and Platform Requirements': 0.5049358240018288, 'Business Information and Supporting Documents': 0.6025657653808594, 'No Preparation Needed': 0.0008896629490967219, 'Time Availability and Commitment': 0.6630100359519323, 'Product Presentation and Portfolio Materials': 0.5002884430189928, 'Contact Details and Communication Channels': 0.7405212720235189, 'Active Listening and Openness to Feedback': 0.835580070813497, 'Goal Clarity and Direction Setting': 0.9229691028594971, 'Understanding Mentor Background': 0.02890593682726224, 'Social Media and Digital Presence': 0.659135157863299}"
Have a clear idea of what the challenges are so we can work on them together.,Goal Clarity and Direction Setting,"['Goal Clarity and Direction Setting', 'Clarity of Business and Self-Understanding', 'Practical Preparation and Readiness']",3,"{'Mindset and Motivation': 0.15600736687580744, 'Clarity of Business and Self-Understanding': 0.7140183448791504, 'Practical Preparation and Readiness': 0.70403524239858, 'Technology and Platform Requirements': 0.4144300992290179, 'Business Information and Supporting Documents': 0.5604804257551829, 'No Preparation Needed': 0.007988707705711326, 'Time Availability and Commitment': 0.41640252868334454, 'Product Presentation and Portfolio Materials': 0.5344811528921127, 'Contact Details and Communication Channels': 0.47214698791503906, 'Active Listening and Openness to Feedback': 0.48755491773287457, 'Goal Clarity and Direction Setting': 0.9189722140630087, 'Understanding Mentor Background': 0.020645165505508583, 'Social Media and Digital Presence': 0.5828460156917572}"
"-semangat dan pekerja keras
-percaya diri dan pantang menyerah",Mindset and Motivation,"['Mindset and Motivation', 'Practical Preparation and Readiness']",2,"{'Mindset and Motivation': 0.9751481016476949, 'Clarity of Business and Self-Understanding': 0.1624490941564242, 'Practical Preparation and Readiness': 0.6296341717243195, 'Technology and Platform Requirements': 0.03521946010490259, 'Business Information and Supporting Documents': 0.17841349790493646, 'No Preparation Needed': 0.0005178253826064368, 'Time Availability and Commitment': 0.09984343871474266, 'Product Presentation and Portfolio Materials': 0.4268981069326401, 'Contact Details and Communication Channels': 0.43123287955919903, 'Active Listening and Openness to Feedback': 0.02798623808970054, 'Goal Clarity and Direction Setting': 0.5580863257249197, 'Understanding Mentor Background': 0.5649202466011047, 'Social Media and Digital Presence': 0.21477004326879978}"
"Calming down and  getting ready for the presentation..
They should also offer value,look for a connection and have a conversation",Practical Preparation and Readiness,"['Practical Preparation and Readiness', 'Active Listening and Openness to Feedback', 'Contact Details and Communication Channels']",3,"{'Mindset and Motivation': 0.17198470968287438, 'Clarity of Business and Self-Understanding': 0.392147829135259, 'Practical Preparation and Readiness': 0.7603984276453654, 'Technology and Platform Requirements': 0.40726457939793664, 'Business Information and Supporting Documents': 0.5269801815350851, 'No Preparation Needed': 8.909135067369789e-05, 'Time Availability and Commitment': 0.4736191891133785, 'Product Presentation and Portfolio Materials': 0.49701567987600964, 'Contact Details and Communication Channels': 0.713283434510231, 'Active Listening and Openness to Feedback': 0.9184596339861552, 'Goal Clarity and Direction Setting': 0.40311602751413983, 'Understanding Mentor Background': 0.26926822774112225, 'Social Media and Digital Presence': 0.30328230808178586}"
Simplemente tener ganas de trabajar y crecer,Mindset and Motivation,['Mindset and Motivation'],1,"{'Mindset and Motivation': 0.942371149857839, 'Clarity of Business and Self-Understanding': 0.018640993783871334, 'Practical Preparation and Readiness': 0.14672151145835718, 'Technology and Platform Requirements': 0.0227576046405981, 'Business Information and Supporting Documents': 0.09805275561908881, 'No Preparation Needed': 0.5193998763958613, 'Time Availability and Commitment': 0.11845871154218912, 'Product Presentation and Portfolio Materials': 0.23820511996746063, 'Contact Details and Communication Channels': 0.5289564182360967, 'Active Listening and Openness to Feedback': 0.5626216381788254, 'Goal Clarity and Direction Setting': 0.3809666906793912, 'Understanding Mentor Background': 0.14026676242550215, 'Social Media and Digital Presence': 0.25475606136024}"
Be fully ready,Mindset and Motivation,"['Mindset and Motivation', 'Clarity of Business and Self-Understanding', 'Practical Preparation and Readiness']",3,"{'Mindset and Motivation': 0.8623875578244528, 'Clarity of Business and Self-Understanding': 0.7890159686406454, 'Practical Preparation and Readiness': 0.9125986099243164, 'Technology and Platform Requirements': 0.8173498113950094, 'Business Information and Supporting Documents': 0.7997097969055176, 'No Preparation Needed': 0.0007508528021086628, 'Time Availability and Commitment': 0.8598971565564474, 'Product Presentation and Portfolio Materials': 0.8254904548327128, 'Contact Details and Communication Channels': 0.8118703564008077, 'Active Listening and Openness to Feedback': 0.8912289142608643, 'Goal Clarity and Direction Setting': 0.9156986673672994, 'Understanding Mentor Background': 0.550273468097051, 'Social Media and Digital Presence': 0.8141231934229533}"
"Expandir su creatividad a toda posibilidad u objetivo, elaborar un plan de ejecución en tiempo y practica para llevar a cabo todas las estrategias necesarias.",Practical Preparation and Readiness,"['Practical Preparation and Readiness', 'Time Availability and Commitment', 'Goal Clarity and Direction Setting']",3,"{'Mindset and Motivation': 0.691277801990509, 'Clarity of Business and Self-Understanding': 0.12406489159911871, 'Practical Preparation and Readiness': 0.8766415119171143, 'Technology and Platform Requirements': 0.3740110943714778, 'Business Information and Supporting Documents': 0.26829411027332145, 'No Preparation Needed': 0.00011580955712512757, 'Time Availability and Commitment': 0.7611558437347412, 'Product Presentation and Portfolio Materials': 0.6422580977280935, 'Contact Details and Communication Channels': 0.4978077361981074, 'Active Listening and Openness to Feedback': 0.45329961739480495, 'Goal Clarity and Direction Setting': 0.8713326851526896, 'Understanding Mentor Background': 0.0848861498137315, 'Social Media and Digital Presence': 0.631369431813558}"
Have clarity of thought and is serious of taking action to achieve their goals.,Mindset and Motivation,"['Mindset and Motivation', 'Goal Clarity and Direction Setting']",2,"{'Mindset and Motivation': 0.9097670316696167, 'Clarity of Business and Self-Understanding': 0.2839174345135689, 'Practical Preparation and Readiness': 0.2815661703546842, 'Technology and Platform Requirements': 0.3994073048233986, 'Business Information and Supporting Documents': 0.5187207659085592, 'No Preparation Needed': 0.023016323122040678, 'Time Availability and Commitment': 0.30762605369091034, 'Product Presentation and Portfolio Materials': 0.5777697364489237, 'Contact Details and Communication Channels': 0.588869700829188, 'Active Listening and Openness to Feedback': 0.2243154781560103, 'Goal Clarity and Direction Setting': 0.8714038133621216, 'Understanding Mentor Background': 0.3180333425601323, 'Social Media and Digital Presence': 0.5195012539625168}"
"Tener una idea para emprender, buena actitud, compromiso.",Mindset and Motivation,"['Mindset and Motivation', 'Goal Clarity and Direction Setting']",2,"{'Mindset and Motivation': 0.9708910783131918, 'Clarity of Business and Self-Understanding': 0.20527107858409485, 'Practical Preparation and Readiness': 0.13341269774052003, 'Technology and Platform Requirements': 0.00851835651944081, 'Business Information and Supporting Documents': 0.03661122964695096, 'No Preparation Needed': 0.0002454640659076783, 'Time Availability and Commitment': 0.02361150939638416, 'Product Presentation and Portfolio Materials': 0.2137052354713281, 'Contact Details and Communication Channels': 0.27131687601407367, 'Active Listening and Openness to Feedback': 0.04197056591510773, 'Goal Clarity and Direction Setting': 0.636737751464049, 'Understanding Mentor Background': 0.1073646501172334, 'Social Media and Digital Presence': 0.22653626588483652}"
Open mind,Mindset and Motivation,"['Mindset and Motivation', 'Clarity of Business and Self-Understanding', 'Practical Preparation and Readiness']",3,"{'Mindset and Motivation': 0.9285069306691488, 'Clarity of Business and Self-Understanding': 0.8208315968513489, 'Practical Preparation and Readiness': 0.8234719038009644, 'Technology and Platform Requirements': 0.585267166296641, 'Business Information and Supporting Documents': 0.4648008545239766, 'No Preparation Needed': 0.5300016055504481, 'Time Availability and Commitment': 0.596232625345389, 'Product Presentation and Portfolio Materials': 0.7763591806093851, 'Contact Details and Communication Channels': 0.8392990430196127, 'Active Listening and Openness to Feedback': 0.9649975697199503, 'Goal Clarity and Direction Setting': 0.8782896200815836, 'Understanding Mentor Background': 0.6838387449582418, 'Social Media and Digital Presence': 0.7544164458910624}"
Pay attention very well,Mindset and Motivation,"['Mindset and Motivation', 'Practical Preparation and Readiness', 'Technology and Platform Requirements']",3,"{'Mindset and Motivation': 0.8357517520586649, 'Clarity of Business and Self-Understanding': 0.6698521971702576, 'Practical Preparation and Readiness': 0.8614885608355204, 'Technology and Platform Requirements': 0.7820726831754049, 'Business Information and Supporting Documents': 0.86200350522995, 'No Preparation Needed': 0.028022760214904945, 'Time Availability and Commitment': 0.8011319438616434, 'Product Presentation and Portfolio Materials': 0.8221387068430582, 'Contact Details and Communication Channels': 0.8573457996050516, 'Active Listening and Openness to Feedback': 0.9011366963386536, 'Goal Clarity and Direction Setting': 0.8721623420715332, 'Understanding Mentor Background': 0.746203084786733, 'Social Media and Digital Presence': 0.8736862142880758}"
Keinginan untuk beralih menggunakan teknologi informasi,Mindset and Motivation,"['Mindset and Motivation', 'Contact Details and Communication Channels']",2,"{'Mindset and Motivation': 0.6356338461240133, 'Clarity of Business and Self-Understanding': 0.019076573352018993, 'Practical Preparation and Readiness': 0.08779724687337875, 'Technology and Platform Requirements': 0.5180683781703314, 'Business Information and Supporting Documents': 0.167037732899189, 'No Preparation Needed': 0.04891673227151235, 'Time Availability and Commitment': 0.2752235654431085, 'Product Presentation and Portfolio Materials': 0.42193057139714557, 'Contact Details and Communication Channels': 0.6107332607110342, 'Active Listening and Openness to Feedback': 0.41802315165599185, 'Goal Clarity and Direction Setting': 0.5865096648534139, 'Understanding Mentor Background': 0.26331107566754025, 'Social Media and Digital Presence': 0.4961499919493993}"
"solo estar confiado , de que lo importante es el camino , que el esfuerzo es lo que hace que todo llegue al éxito y sobre todo que no existen recetas mágicas solo trabajo duro",Mindset and Motivation,['Mindset and Motivation'],1,"{'Mindset and Motivation': 0.9493422905604044, 'Clarity of Business and Self-Understanding': 0.05266200968374809, 'Practical Preparation and Readiness': 0.21588212624192238, 'Technology and Platform Requirements': 0.1896734368056059, 'Business Information and Supporting Documents': 0.212786133090655, 'No Preparation Needed': 0.015277461769680182, 'Time Availability and Commitment': 0.2828944679349661, 'Product Presentation and Portfolio Materials': 0.2707110547150175, 'Contact Details and Communication Channels': 0.38252808650334674, 'Active Listening and Openness to Feedback': 0.27507773010681075, 'Goal Clarity and Direction Setting': 0.49782869468132657, 'Understanding Mentor Background': 0.46535350382328033, 'Social Media and Digital Presence': 0.39314966710905236}"
Be able to say where they are and where they want to be in life.,Goal Clarity and Direction Setting,"['Goal Clarity and Direction Setting', 'Mindset and Motivation']",2,"{'Mindset and Motivation': 0.6984892785549164, 'Clarity of Business and Self-Understanding': 0.05395593928794066, 'Practical Preparation and Readiness': 0.13885336617628732, 'Technology and Platform Requirements': 0.04112066297481457, 'Business Information and Supporting Documents': 0.06224019328753153, 'No Preparation Needed': 0.1649023008843263, 'Time Availability and Commitment': 0.11040459806099534, 'Product Presentation and Portfolio Materials': 0.15790536006291708, 'Contact Details and Communication Channels': 0.2800550063451131, 'Active Listening and Openness to Feedback': 0.5298927426338196, 'Goal Clarity and Direction Setting': 0.8649855852127075, 'Understanding Mentor Background': 0.19059279561042786, 'Social Media and Digital Presence': 0.34196506440639496}"
Preparar toda la información necesaria sobre el problema o mejora que se quiere trabajar y destinar el tiempo suficiente sin interrupciones.,Practical Preparation and Readiness,"['Practical Preparation and Readiness', 'Active Listening and Openness to Feedback', 'Goal Clarity and Direction Setting']",3,"{'Mindset and Motivation': 0.33566391514614224, 'Clarity of Business and Self-Understanding': 0.2528058961033821, 'Practical Preparation and Readiness': 0.9488994677861532, 'Technology and Platform Requirements': 0.389579380551974, 'Business Information and Supporting Documents': 0.6860646804173788, 'No Preparation Needed': 7.22304963953017e-05, 'Time Availability and Commitment': 0.7457443575064341, 'Product Presentation and Portfolio Materials': 0.4168291985988617, 'Contact Details and Communication Channels': 0.3626247563709815, 'Active Listening and Openness to Feedback': 0.7717561721801758, 'Goal Clarity and Direction Setting': 0.7865196963151296, 'Understanding Mentor Background': 0.00573605764657259, 'Social Media and Digital Presence': 0.24080696205298105}"
Just an Idea.,Understanding Mentor Background,"['Understanding Mentor Background', 'Active Listening and Openness to Feedback']",2,"{'Mindset and Motivation': 0.5672101676464081, 'Clarity of Business and Self-Understanding': 0.0716254598616312, 'Practical Preparation and Readiness': 0.012982850428670645, 'Technology and Platform Requirements': 0.014258506164575616, 'Business Information and Supporting Documents': 0.0047434298127579195, 'No Preparation Needed': 0.2670118799433112, 'Time Availability and Commitment': 0.3065854466209809, 'Product Presentation and Portfolio Materials': 0.1333455923013389, 'Contact Details and Communication Channels': 0.2290718952814738, 'Active Listening and Openness to Feedback': 0.6189847787221273, 'Goal Clarity and Direction Setting': 0.44487979014714557, 'Understanding Mentor Background': 0.8590349555015564, 'Social Media and Digital Presence': 0.3865099437534809}"
Be focused on what they can do and want exactly,Mindset and Motivation,"['Mindset and Motivation', 'Goal Clarity and Direction Setting']",2,"{'Mindset and Motivation': 0.8465769290924072, 'Clarity of Business and Self-Understanding': 0.5216625233491262, 'Practical Preparation and Readiness': 0.5678310096263885, 'Technology and Platform Requirements': 0.29274834133684635, 'Business Information and Supporting Documents': 0.49955591559410095, 'No Preparation Needed': 0.018427802560230095, 'Time Availability and Commitment': 0.4062374879916509, 'Product Presentation and Portfolio Materials': 0.5444695005814234, 'Contact Details and Communication Channels': 0.5247437755266825, 'Active Listening and Openness to Feedback': 0.010754598304629326, 'Goal Clarity and Direction Setting': 0.9137356082598368, 'Understanding Mentor Background': 0.08270953843990962, 'Social Media and Digital Presence': 0.451879824201266}"
Agendar al menos dos horas a la semana para reuniones virtuales,Active Listening and Openness to Feedback,"['Active Listening and Openness to Feedback', 'Goal Clarity and Direction Setting']",2,"{'Mindset and Motivation': 0.29061323901017505, 'Clarity of Business and Self-Understanding': 0.30869818727175397, 'Practical Preparation and Readiness': 0.20772844615081945, 'Technology and Platform Requirements': 0.4382399891813596, 'Business Information and Supporting Documents': 0.25480341756095487, 'No Preparation Needed': 0.0018107248421680804, 'Time Availability and Commitment': 0.4325559350351493, 'Product Presentation and Portfolio Materials': 0.3886320690313975, 'Contact Details and Communication Channels': 0.2762075811624527, 'Active Listening and Openness to Feedback': 0.715204507112503, 'Goal Clarity and Direction Setting': 0.6071281532446543, 'Understanding Mentor Background': 0.3754812677701314, 'Social Media and Digital Presence': 0.4436069093644619}"
Tujuan atau goals,Mindset and Motivation,"['Mindset and Motivation', 'Active Listening and Openness to Feedback', 'Goal Clarity and Direction Setting']",3,"{'Mindset and Motivation': 0.8977423508961996, 'Clarity of Business and Self-Understanding': 0.39355697234471637, 'Practical Preparation and Readiness': 0.17225763946771622, 'Technology and Platform Requirements': 0.2294202766691645, 'Business Information and Supporting Documents': 0.36965206017096836, 'No Preparation Needed': 0.24639015644788742, 'Time Availability and Commitment': 0.5164130503932635, 'Product Presentation and Portfolio Materials': 0.6430642604827881, 'Contact Details and Communication Channels': 0.5645040273666382, 'Active Listening and Openness to Feedback': 0.8396724462509155, 'Goal Clarity and Direction Setting': 0.9538121620814005, 'Understanding Mentor Background': 0.24782936150828996, 'Social Media and Digital Presence': 0.7135138213634491}"
بالبداية التعريف بنفسه وإعطاء معلومات كامله عن خبراتها العملية والتحصيل العلمي (c.v) وتزويدي بجميع المعلومات عن المشروع,Clarity of Business and Self-Understanding,['Clarity of Business and Self-Understanding'],1,"{'Mindset and Motivation': 0.012875084299594164, 'Clarity of Business and Self-Understanding': 0.8313556710879008, 'Practical Preparation and Readiness': 0.17562932431853065, 'Technology and Platform Requirements': 0.0027767086673217514, 'Business Information and Supporting Documents': 0.21314317251866063, 'No Preparation Needed': 0.0001097627585598578, 'Time Availability and Commitment': 0.014216113408717016, 'Product Presentation and Portfolio Materials': 0.03023630582417051, 'Contact Details and Communication Channels': 0.007309797297542294, 'Active Listening and Openness to Feedback': 0.33363406515369814, 'Goal Clarity and Direction Setting': 0.025278980222841103, 'Understanding Mentor Background': 0.00447308878453138, 'Social Media and Digital Presence': 0.03638608823530376}"
"Before meeting with me, an entrepreneur should thoroughly read my bio and prepare a list of professionally based questions about my knowledge and experience they wish to know, if any.  Additionally, the entrepreneur should have a general idea of what they wish to gain from the mentor/mentee relationship and come prepared to the first meeting to discuss those details.",Practical Preparation and Readiness,"['Practical Preparation and Readiness', 'Active Listening and Openness to Feedback', 'Goal Clarity and Direction Setting']",3,"{'Mindset and Motivation': 0.21702026512745456, 'Clarity of Business and Self-Understanding': 0.47282037138938904, 'Practical Preparation and Readiness': 0.9629392226537069, 'Technology and Platform Requirements': 0.35962403658777475, 'Business Information and Supporting Documents': 0.42129933337370556, 'No Preparation Needed': 7.17220706671166e-05, 'Time Availability and Commitment': 0.4097544898589452, 'Product Presentation and Portfolio Materials': 0.4132747103770574, 'Contact Details and Communication Channels': 0.38691859940687817, 'Active Listening and Openness to Feedback': 0.7419740756352743, 'Goal Clarity and Direction Setting': 0.7461133599281311, 'Understanding Mentor Background': 0.010977375321090221, 'Social Media and Digital Presence': 0.6135475933551788}"
Trust and Believe,Mindset and Motivation,"['Mindset and Motivation', 'Product Presentation and Portfolio Materials', 'Contact Details and Communication Channels']",3,"{'Mindset and Motivation': 0.6925999422868093, 'Clarity of Business and Self-Understanding': 0.06054970001180967, 'Practical Preparation and Readiness': 0.2367235478013754, 'Technology and Platform Requirements': 0.1605000994168222, 'Business Information and Supporting Documents': 0.2951190620660782, 'No Preparation Needed': 0.3952875832716624, 'Time Availability and Commitment': 0.17172063142061234, 'Product Presentation and Portfolio Materials': 0.6022720138231913, 'Contact Details and Communication Channels': 0.6023808916409811, 'Active Listening and Openness to Feedback': 0.6722652564446131, 'Goal Clarity and Direction Setting': 0.6542050838470459, 'Understanding Mentor Background': 0.6620331307252248, 'Social Media and Digital Presence': 0.561598872145017}"
Bisnis fokus pada profit,Practical Preparation and Readiness,"['Practical Preparation and Readiness', 'Business Information and Supporting Documents', 'No Preparation Needed']",3,"{'Mindset and Motivation': 0.045060509738201894, 'Clarity of Business and Self-Understanding': 0.06887528191631039, 'Practical Preparation and Readiness': 0.6899961431821188, 'Technology and Platform Requirements': 0.27306160641213256, 'Business Information and Supporting Documents': 0.6784205635388693, 'No Preparation Needed': 0.7319209277629852, 'Time Availability and Commitment': 0.2964954748749733, 'Product Presentation and Portfolio Materials': 0.4680306315422058, 'Contact Details and Communication Channels': 0.6285946269830068, 'Active Listening and Openness to Feedback': 0.4711122301717599, 'Goal Clarity and Direction Setting': 0.7306655446688334, 'Understanding Mentor Background': 0.008348111082644513, 'Social Media and Digital Presence': 0.24266981706023216}"
Bercerita tentang usaha khususnya visi misi membangun usahanya sekaligus potensi dan tantangan dan membuat bisnis model mendasari perencanaan usaha utk dijalankan,Goal Clarity and Direction Setting,['Goal Clarity and Direction Setting'],1,"{'Mindset and Motivation': 0.004286980229759744, 'Clarity of Business and Self-Understanding': 0.5150509923696518, 'Practical Preparation and Readiness': 0.00538908108137548, 'Technology and Platform Requirements': 0.001029107952490449, 'Business Information and Supporting Documents': 0.43133667080352706, 'No Preparation Needed': 0.00016571989787432054, 'Time Availability and Commitment': 0.043934722896665335, 'Product Presentation and Portfolio Materials': 0.12885215187755725, 'Contact Details and Communication Channels': 0.04098609245071808, 'Active Listening and Openness to Feedback': 0.2770146131515503, 'Goal Clarity and Direction Setting': 0.6899067958196005, 'Understanding Mentor Background': 0.0005521235507330857, 'Social Media and Digital Presence': 0.02871042532691111}"
waktu,Mindset and Motivation,"['Mindset and Motivation', 'Practical Preparation and Readiness', 'Business Information and Supporting Documents']",3,"{'Mindset and Motivation': 0.8758635322252909, 'Clarity of Business and Self-Understanding': 0.5744701226552328, 'Practical Preparation and Readiness': 0.8147384921709696, 'Technology and Platform Requirements': 0.7283777991930643, 'Business Information and Supporting Documents': 0.7937178611755371, 'No Preparation Needed': 0.3714178701241811, 'Time Availability and Commitment': 0.8444203535715739, 'Product Presentation and Portfolio Materials': 0.7558753490447998, 'Contact Details and Communication Channels': 0.8633487820625305, 'Active Listening and Openness to Feedback': 0.8851686318715414, 'Goal Clarity and Direction Setting': 0.922967255115509, 'Understanding Mentor Background': 0.7664353450139364, 'Social Media and Digital Presence': 0.7412568032741547}"
"النعرف على مدى معرفته بالمجال المطلوب التعامل معه فيه
معرفة الغرض من المعلومة المطلوبه ومن القائم عليها
معرفة دوره فى الشركة المؤسسة",Business Information and Supporting Documents,"['Business Information and Supporting Documents', 'Clarity of Business and Self-Understanding', 'Product Presentation and Portfolio Materials']",3,"{'Mindset and Motivation': 0.011519395435849825, 'Clarity of Business and Self-Understanding': 0.6569113185008367, 'Practical Preparation and Readiness': 0.2256531367699305, 'Technology and Platform Requirements': 0.5449205984671911, 'Business Information and Supporting Documents': 0.820209284623464, 'No Preparation Needed': 0.00026317417844741914, 'Time Availability and Commitment': 0.48288545943796635, 'Product Presentation and Portfolio Materials': 0.6020394066969553, 'Contact Details and Communication Channels': 0.4749335857729117, 'Active Listening and Openness to Feedback': 0.5565170496702194, 'Goal Clarity and Direction Setting': 0.6726619526743889, 'Understanding Mentor Background': 0.002811571777177354, 'Social Media and Digital Presence': 0.5872082511583964}"
Be ready to learn and have an open mind...,Mindset and Motivation,"['Mindset and Motivation', 'Practical Preparation and Readiness', 'Active Listening and Openness to Feedback']",3,"{'Mindset and Motivation': 0.8978477716445923, 'Clarity of Business and Self-Understanding': 0.6235338449478149, 'Practical Preparation and Readiness': 0.9137603441874186, 'Technology and Platform Requirements': 0.6116108248631159, 'Business Information and Supporting Documents': 0.5399086078008016, 'No Preparation Needed': 0.002063477625294278, 'Time Availability and Commitment': 0.6060061554114023, 'Product Presentation and Portfolio Materials': 0.6326928039391836, 'Contact Details and Communication Channels': 0.7407796581586202, 'Active Listening and Openness to Feedback': 0.9502304593722025, 'Goal Clarity and Direction Setting': 0.6545922954877218, 'Understanding Mentor Background': 0.6272964676221212, 'Social Media and Digital Presence': 0.7276152670383453}"
"For better understanding of their business, I need to understand in a pitch their obstacles,  challenges, goals and  specially how  they see their businesses in  the next couple of year. 


Also  is important to know if they can understand their value, how they can be different and bring it the market not only a solutions.",Clarity of Business and Self-Understanding,"['Clarity of Business and Self-Understanding', 'Goal Clarity and Direction Setting']",2,"{'Mindset and Motivation': 0.011318533433950506, 'Clarity of Business and Self-Understanding': 0.9644429683685303, 'Practical Preparation and Readiness': 0.054085767827928066, 'Technology and Platform Requirements': 0.006824227049946785, 'Business Information and Supporting Documents': 0.395155002673467, 'No Preparation Needed': 8.32955944739903e-05, 'Time Availability and Commitment': 0.03162181486065189, 'Product Presentation and Portfolio Materials': 0.202340186573565, 'Contact Details and Communication Channels': 0.016373487655073404, 'Active Listening and Openness to Feedback': 0.07766299943129222, 'Goal Clarity and Direction Setting': 0.6464459250370661, 'Understanding Mentor Background': 0.0012099613377358764, 'Social Media and Digital Presence': 0.04304512621213993}"
permasalahan dan kasus nya,Active Listening and Openness to Feedback,"['Active Listening and Openness to Feedback', 'Goal Clarity and Direction Setting', 'Mindset and Motivation']",3,"{'Mindset and Motivation': 0.6794605056444804, 'Clarity of Business and Self-Understanding': 0.22745066384474436, 'Practical Preparation and Readiness': 0.494162638982137, 'Technology and Platform Requirements': 0.5190843765934309, 'Business Information and Supporting Documents': 0.5952086051305135, 'No Preparation Needed': 0.2589527815580368, 'Time Availability and Commitment': 0.7085375587145487, 'Product Presentation and Portfolio Materials': 0.6773948470751444, 'Contact Details and Communication Channels': 0.718479593594869, 'Active Listening and Openness to Feedback': 0.852723220984141, 'Goal Clarity and Direction Setting': 0.887762169043223, 'Understanding Mentor Background': 0.4862228333950043, 'Social Media and Digital Presence': 0.7452240387598673}"
Siapkan mental yang kuat terkait pengalaman berwirausaha karena motivasi untuk maju dan sukses ada dalam diri sendiri. Dimana ada kemauan disitu ada jalan. Begitu katanya,Mindset and Motivation,"['Mindset and Motivation', 'Clarity of Business and Self-Understanding']",2,"{'Mindset and Motivation': 0.940742293993632, 'Clarity of Business and Self-Understanding': 0.6926147093375524, 'Practical Preparation and Readiness': 0.3391660402218501, 'Technology and Platform Requirements': 0.07230022367245208, 'Business Information and Supporting Documents': 0.16652252276738486, 'No Preparation Needed': 0.0002833372903599714, 'Time Availability and Commitment': 0.3821679415802161, 'Product Presentation and Portfolio Materials': 0.28359836464126903, 'Contact Details and Communication Channels': 0.5290962805350622, 'Active Listening and Openness to Feedback': 0.347886071074754, 'Goal Clarity and Direction Setting': 0.334201047817866, 'Understanding Mentor Background': 0.04143077569703261, 'Social Media and Digital Presence': 0.49389797697464627}"
